"","ref_musee","telephone1","sitweb","region","departement","osm_id","name","number","street","postal_code","city","country","country_code","status","lat","lon","payant.2018","gratuit.2018","total.2018","payant.2017","gratuit.2017","total.2017","payant.2016","gratuit.2016","total.2016","payant.2015","gratuit.2015","total.2015","payant.2014","gratuit.2014","total.2014","payant.2013","gratuit.2013","total.2013"
"589","7654002","0235076661","www.reseau-canope.fr/musee/","NORMANDIE","SEINE-MARITIME",64717877,"MUNAE - Musée National de l'Education","6","Rue de Bihorel","76000","Rouen","France","fr","open",49.44841715,1.10295659681713,9941,11780,21721,9604,10666,20270,3145,14050,17195,10744,6727,17471,230,4579,4809,3733,5562,9295
"590","2417204","0553064545","www.musee-prehistoire-eyzies.fr","NOUVELLE-AQUITAINE","DORDOGNE",1708799591,"Musée National de la Préhistoire",NA,"Rue du Musée","24620","Sarlat-la-Canéda","France","fr","open",44.9362525,1.0135749,36445,34867,71312,37087,29675,66762,38470,32313,70783,39750,33781,73531,41005,37852,78857,43630,35030,78660
"591","7152601","0385358324","www.musees-bourgogne.org","BOURGOGNE-FRANCHE-COMTE","SAONE ET LOIRE",1153618944,"Musée Départemental de Préhistoire de Solutré",NA,"Chemin de la Roche","71960","Solutré-Pouilly","France","fr","open",46.2976296,4.718872,14277,10482,24759,12135,8294,20429,15857,10572,26429,10133,12094,22227,12814,8059,20873,15548,12771,28319
"592","8938701","0386838890","Site des musées de Bourgogne","BOURGOGNE-FRANCHE-COMTE","YONNE",8196077887,"Musée Muncipal","135","Rue des Déportés et de la Résistance","89100","Sens","France","fr","open",48.1975028,3.284393,6267,25109,31376,6474,19042,25516,7328,16229,23557,6427,14297,20724,6066,25735,31801,4063,24297,28360
"593","2546201","0381388214","www.ville-pontarlier.fr/vie-culturelle/musee/evenements.php","BOURGOGNE-FRANCHE-COMTE","DOUBS",34418085,"Musée de Pontarlier","2",NA,"25300","Pontarlier","France","fr","open",46.9043368,6.35475211267442,731,7244,7975,660,6593,7253,801,6179,6980,723,5858,6581,659,6340,6999,1170,6350,7520
"594","2123104","0380745209","http://mba.dijon.fr ou www.ville-dijon.fr","BOURGOGNE-FRANCHE-COMTE","CÔTE D’OR",175641505,"Musée des Beaux-Arts",NA,"Place de la Libération","21000","Dijon","France","fr","open",47.32163075,5.04236436172252,0,152331,152331,0,154164,154164,0,155692,155692,0,163381,163381,0,193733,193733,4859,166378,171237
"595","5745601","0387969151","http://www.musee-verre.webmuseo.com/","GRAND EST","MOSELLE",228213586,"Maison du Verre et du Cristal",NA,"Place Robert Schuman","57960","Meisenthal","France","fr","open",48.9650715,7.3526402258805,14225,3209,17434,15270,3623,18893,15560,3630,19190,16725,3133,19858,15131,2959,18090,17283,2368,19651
"596","6311301","0473426970","www.clermontmetropole.eu/-Musee-Bargoin-.html","AUVERGNE-RHÔNE-ALPES","PUY DE DÔME",67015490,"Musée d'Archéologie Bargoin",NA,"Place Louis Deteix","63100","Clermont-Ferrand","France","fr","open",45.79392705,3.11622231467696,3096,19947,23043,3857,21238,25095,4741,13295,18036,3601,11705,15306,6746,23368,30114,4304,12172,16476
"597","6827702","0389479215","www.musee-riquewihr.fr/","GRAND EST","HAUT-RHIN",1138681,"Musée du Dolder","16","Rue du Général de Gaulle","68340","Riquewihr","France","fr","open",48.166885,7.29856043408909,4203,1169,5372,2703,728,3431,1821,524,2345,1657,391,2048,1622,460,2082,1666,467,2133
"598","6834301","0389744474","www.ecomusee.alsace","GRAND EST","HAUT-RHIN",261857352,"Ecomusée d'Alsace",NA,"Chemin des Remparts","68190","Ungersheim","France","fr","open",47.85306625,7.28713333543546,155543,15548,171091,160522,23226,183748,176974,17391,194365,201929,0,201929,138857,57412,196269,158563,21390,179953
"599","3818507","0476544414","Site du patrimoine de l'Isère - www.patrimoine-en-isere.fr","AUVERGNE-RHÔNE-ALPES","ISERE",2388638743,"Musée Stendhal","20","Grande Rue","38000","Grenoble","France","fr","open",45.1915799,5.7281471,451,4112,4563,557,4085,4642,854,972,1826,1750,775,2525,2480,1489,3969,3857,1946,5803
"600","0272201","0323933050","http://www.musee-soissons.org","HAUTS-DE-France","AISNE",2306316571,"Musée Municipal de Soissons",NA,"Rue Démoustier","02600","Villers-Cotterêts","France","fr","open",49.2530103,3.0896156,7447,8000,15447,4000,7497,11497,4927,3866,8793,4114,9698,13812,0,31482,31482,0,25592,25592
"601","1433302","0231895400","www.musees-honfleur.fr - www.ville-honfleur.fr","NORMANDIE","CALVADOS",4377367191,"Musée Eugène Boudin",NA,"Rue de l'Homme de Bois","14600","Honfleur","France","fr","open",49.4223549,0.2305791,31330,5482,36812,29103,6362,35465,27342,3561,30903,19172,2856,22028,34354,2244,36598,42682,2623,45305
"602","2768101","0232212809","site de la ville www.ville-vernon27.fr/musee/","NORMANDIE","EURE",1612275797,"Musée Alphonse-Georges Poulain",NA,"Rue du Pont","27200","Vernon","France","fr","open",49.094892,1.4850183,9132,8516,17648,11359,6751,18110,10301,14274,24575,3527,10677,14204,3229,7994,11223,4216,10033,14249
"603","1730003","0546416465","www.alienor.org","NOUVELLE-AQUITAINE","CHARENTE-MARITIME",1445028137,"Musée des Beaux-Arts",NA,"Rue Gargoulleau","17000","La Rochelle","France","fr","open",46.1621097,-1.1515809,4511,11007,15518,5534,10753,16287,4212,11963,16175,3945,13707,17652,3747,12490,16237,4075,10501,14576
"604","8109902","0563573631","Site de la ville :  www.ville-gaillac.fr","OCCITANIE","TARN",60929966,"Muséum d'histoire naturelle Philadelphe Thomas",NA,"Rue Philadelphe Thomas","81600","Gaillac","France","fr","open",43.8993239,1.8943379,1098,2314,3412,1058,3734,4792,968,3756,4724,1195,5680,6875,1076,3816,4892,1383,3275,4658
"605","5815101","0386509108","www.sud-nivernais.fr","BOURGOGNE-FRANCHE-COMTE","NIÈVRE",228160124,"Musée de la Mine",NA,"Rue Paul et Auguste Couture","58260","La Machine","France","fr","open",46.88884495,3.46381676951912,5923,885,6808,5902,734,6636,5491,798,6289,5332,892,6224,6229,1081,7310,6503,1226,7729
"606","6806602","0389238415","www.museumcolmar.org","GRAND EST","HAUT-RHIN",47577843,"Musée d'Histoire Naturelle et d'Ethnographie de Colmar",NA,"Cour","68000","Colmar","France","fr","open",48.07362435,7.35882193815086,9836,5028,14864,10097,6754,16851,7789,5110,12899,7918,6367,14285,10000,8867,18867,8747,7155,15902
"607","1300102","0442214355","www.mairie-aixenprovence.fr/Musee-du-Vieil-Aix","PROVENCE-ALPES-CÔTE D'AZUR","BOUCHES DU RHONE",88614075,"Musée du Parlement de Provence et du Vieil Aix",NA,"Rue des Bremondis","13626","Aix-en-Provence","France","fr","open",43.53075485,5.44723930755179,4734,8653,13387,7615,9065,16680,0,24655,24655,0,13698,13698,0,29689,29689,0,33130,33130
"608","6900601","0474890890","www.graha-museethimonnier.org - http://musees.ouestrhodanien.fr/musee-barthelemy-thimonnier.html (nveau site) site de la ville","AUVERGNE-RHÔNE-ALPES","RHÔNE",312877023,"Musée Barthélemy-Thimonnier",NA,"Rue du Nord","69550","Amplepuis","France","fr","open",45.9729166,4.3306812,1604,1679,3283,2096,1667,3763,2012,2048,4060,1565,3191,4756,1535,3116,4651,3853,3416,7269
"609","7306501","0479337503","www.chambery.fr/206-musee-des-beaux-arts.htm","AUVERGNE-RHÔNE-ALPES","SAVOIE",107343549,"Musée des Beaux-Arts",NA,"Passage Jules Daisay","73000","Chambéry","France","fr","open",45.56817235,5.91971294241191,6171,22462,28633,6092,21874,27966,3851,16551,20402,5759,16481,22240,4881,21869,26750,12464,12907,25371
"610","5763001","0387080868","www.ville-sarrebourg.fr/Culture/Musee","GRAND EST","MOSELLE",2351192125,"Musée du Pays de Sarrebourg",NA,"Rue de la Paix","57400","Sarrebourg","France","fr","open",48.7352213,7.05534,8233,8391,16624,8878,7803,16681,8576,8066,16642,9163,7448,16611,9026,6986,16012,8690,9743,18433
"611","6718001","0388937922","http://www.ville-haguenau.fr/musee-historique","GRAND EST","BAS-RHIN",48609011,"Musée Historique",NA,"Rue du Sel","67500","Haguenau","France","fr","open",48.81306145,7.79150752275351,4586,754,5340,23,5574,5597,1331,3587,4918,2475,4730,7205,3353,12000,15353,2943,18272,21215
"612","8000101","0322240849","Site de la ville","HAUTS-DE-France","SOMME",638296084,"Musée Boucher-de-Perthes",NA,"Rue Gontier Patin","80100","Abbeville","France","fr","open",50.1071737,1.8333893,1730,8263,9993,1495,8362,9857,1578,10436,12014,9219,0,9219,8589,0,8589,6583,0,6583
"613","7510307","0144595858","www.carnavalet.paris.fr","ÎLE-DE-France","PARIS",2405955,"Musée Carnavalet-Histoire de Paris",NA,"Rue Payenne","75003","Paris","France","fr","open",48.85732325,2.36247337831078,0,8800,8800,0,8187,8187,8388,187404,195792,83205,236460,319665,77550,360234,437784,33724,395028,428752
"614","3155501","0562485800","www.lesabattoirs.org","OCCITANIE","HAUTE-GARONNE",22718219,"Les Abattoirs, Musée d'Art Moderne et Contemporain",NA,"Rue Antonin Mercié","31000","Toulouse","France","fr","open",43.6009417,1.44634333201202,42042,123828,165870,50048,109031,159079,52452,102641,155093,58508,95551,154059,32325,80118,112443,42703,77033,119736
"615","3724801","0247959118","www.musee-rabelais.fr ou site du conseil général","CENTRE-VAL DE LOIRE","INDRE ET LOIRE",1935506460,"Musée François Rabelais",NA,"Rue de La Devinière","37500","Seuilly","France","fr","open",47.1405133,0.1784807,10110,2665,12775,10058,2824,12882,9788,2032,11820,8963,2836,11799,9854,2523,12377,8913,3594,12507
"616","5502901","0329761467","site de la ville - http://www.barleduc.fr","GRAND EST","MEUSE",1491444871,"Musée Barrois",NA,NA,"55000","Bar-le-Duc","France","fr","open",48.7717157,5.1560282,3105,7592,10697,2858,6112,8970,2362,8032,10394,2301,7741,10042,2093,8701,10794,2250,7942,10192
"617","8614001","0549833980","www.lasabline.fr ou www.lussac-les-chateaux.fr","NOUVELLE-AQUITAINE","VIENNE",4717431552,"Musée de Préhistoire Raymond Touchard",NA,"Route de Montmorillon","86320","Lussac-les-Châteaux","France","fr","open",46.4036633,0.7257293,2114,3836,5950,3418,3562,6980,2600,4063,6663,2520,4241,6761,3243,4373,7616,1790,2883,4673
"618","7920201","0549645373","www.alienor.org ou www.cc-parthenay.fr/Patrimoine/Musee/presentation/present-2.htm","NOUVELLE-AQUITAINE","DEUX-SEVRES",7281748506,"Musée d'Art et d'Histoire Georges Turpin","1","Rue de la Vau Saint-Jacques","79200","Parthenay","France","fr","open",46.6519796,-0.2493419,0,7250,7250,0,6770,6770,0,6533,6533,0,9169,9169,0,8622,8622,0,8849,8849
"619","5918303","0328633339","www.museeportuaire.fr","HAUTS-DE-France","NORD",76418840,"Musée Portuaire",NA,"Rue du Gouvernement","59140","Dunkerque","France","fr","open",51.03788695,2.37179183532894,30153,31744,61897,48462,30386,78848,31712,23283,54995,32147,22864,55011,29857,24081,53938,28590,32399,60989
"620","0916001","0561038919","www.paysdolmes.org - www.geocities.com/amtpc2000","OCCITANIE","ARIEGE",7228420483,"Musée du Textile et du Peigne en Corne","65","Rue Jean Canal","09300","Lavelanet","France","fr","open",42.9296646,1.8454676,1743,711,2454,1755,503,2258,1934,386,2320,2643,0,2643,1810,531,2341,1396,507,1903
"621","6416001","0559298392","www.arnaga.com","NOUVELLE-AQUITAINE","PYRÉNÉES ATLANTIQUES",209763123,"Musée Edmond Rostand",NA,"Avenue du Docteur Alexandre Camino","64250","Larressore","France","fr","open",43.36763065,-1.42266645024568,76903,9698,86601,81407,7292,88699,82356,9417,91773,81356,10059,91415,62931,11178,74109,72065,11321,83386
"622","6330003","0473381731","www.riom-communaute.fr","AUVERGNE-RHÔNE-ALPES","PUY DE DÔME",700609623,"Musée Régional d'Auvergne",NA,"Rue Delille","63200","Riom","France","fr","open",45.8949948,3.11610067069705,0,2276,2276,0,3094,3094,0,2610,2610,369,2098,2467,261,1069,1330,357,1227,1584
"623","8902403","0386180550","Site des musées de Bourgogne","BOURGOGNE-FRANCHE-COMTE","YONNE",1256497741,"Musée Leblanc-Duvernois",NA,"Rue Gaston Gallimard","89600","Saint-Florentin","France","fr","open",48.0013166,3.7283151,0,1508,1508,0,822,822,0,1141,1141,0,0,0,0,1049,1049,0,882,882
"624","2915101","0298880775","www.musee.ville.morlaix.fr","BRETAGNE","FINISTERE",2628944132,"Musée de Morlaix",NA,"Hameau des Rochers","29410","Le Cloître-Saint-Thégonnec","France","fr","open",48.4797924,-3.7964981,7757,3131,10888,13461,4588,18049,14283,12132,26415,12104,12912,25016,17784,8351,26135,8789,12266,21055
"625","4205202","0477602884","http://www.ville-charlieu.fr/avoir/musees/musee-de-la-soierie","AUVERGNE-RHÔNE-ALPES","LOIRE",2959298116,"Musée de la Soierie",NA,"Rue Jean Morel","42190","Charlieu","France","fr","open",46.159575,4.1712806,4949,2286,7235,3326,1435,4761,4287,1256,5543,4359,1397,5756,4172,1621,5793,5440,1888,7328
"626","7422501","0450646418","http://www.mairie-rumilly74.fr/culture_patrimoine/notre_histoire_musee_de_rumilly","AUVERGNE-RHÔNE-ALPES","HAUTE-SAVOIE",7056652026,"Notre histoire, Musée de Rumilly",NA,"Place de la Manufacture","74150","Rumilly","France","fr","open",45.8619761,5.9480724,1548,662,2210,2400,1070,3470,3071,1089,4160,1346,1178,2524,1130,920,2050,2197,0,2197
"627","1927202","0555262215","Site de la ville","NOUVELLE-AQUITAINE","CORREZE",7280134059,"Musée de la Mémoire et des Industries Tullistes","1","Rue du 9 Juin 1944","19000","Tulle","France","fr","open",45.2602143,1.7513822,0,2353,2353,0,3707,3707,0,3307,3307,0,3277,3277,0,4140,4140,0,3787,3787
"628","3000701","0466869869","site de la ville - www.ville-ales.fr","OCCITANIE","GARD",5160411791,"Musée-Bibliothèque Pierre-André Benoît",NA,"Montée des Lauriers","30100","Alès","France","fr","open",44.1305571,4.0691724,3138,9569,12707,1615,10730,12345,3600,9087,12687,9904,9001,18905,2239,11110,13349,5572,17054,22626
"629","8400301","0490749530","Site OT de la ville","PROVENCE-ALPES-CÔTE D'AZUR","VAUCLUSE",1933370178,"Musée d'Apt",NA,"Place du Postel","84400","Apt","France","fr","open",43.8757289,5.3979308,2834,4751,7585,3003,5520,8523,2502,6371,8873,2386,6943,9329,2762,6523,9285,2666,5688,8354
"630","6926401","0474683370","www.musee-paul-dini.com","AUVERGNE-RHÔNE-ALPES","RHÔNE",2649845820,"Musée Paul Dini",NA,"Rue Grenette","69400","Villefranche-sur-Saône","France","fr","open",45.9908656,4.7211731,13983,8446,22429,5794,16753,22547,6541,15157,21698,4850,15486,20336,5020,18777,23797,7413,14771,22184
"631","5609001","0297369821","www.inzinzac-lochrist.fr/Ecomusee-des-Forges.6681.0.html","BRETAGNE","MORBIHAN",243636775,"Ecomusée Industriel des Forges",NA,"Rue des Mimosas","56650","Inzinzac-Lochrist","France","fr","open",47.8231743,-3.25552539999999,1673,1935,3608,1420,1794,3214,1606,1995,3601,1555,1761,3316,1520,1599,3119,1605,1593,3198
"632","0281001","0323962330","Site de la mairie - www.mairie-villerscotterets.fr","HAUTS-DE-France","AISNE",2306316571,"Musée Alexandre Dumas",NA,"Rue Démoustier","02600","Villers-Cotterêts","France","fr","open",49.2530103,3.0896156,917,994,1911,743,826,1569,675,758,1433,730,1031,1761,669,984,1653,744,1199,1943
"633","6061202","0344248672","www.musees-senlis.fr","HAUTS-DE-France","OISE",142255492,"Musée d'Art et d'Archéologie",NA,"Place Notre-Dame","60300","Senlis","France","fr","open",49.2064225,2.58662850062884,3679,7287,10966,3830,9006,12836,4375,8648,13023,4813,9945,14758,6694,11462,18156,5825,11339,17164
"634","9520501","0134383850","www.musee-renaissance.fr ou www.musee-château-ecouen.fr","ÎLE-DE-France","VAL D'OISE",355298205,"Musée de la Renaissance - Château d'Ecouen",NA,"Rue Paul Lorillon","95440","Écouen","France","fr","open",49.01583335,2.3756373812644,14577,40713,55290,15365,42479,57844,17471,42517,59988,16438,40158,56596,16243,39843,56086,15727,41274,57001
"635","7728401","0164348445","www.musee-bossuet.fr","ÎLE-DE-France","SEINE ET MARNE",112061664,"Musée Bossuet","5","Place Charles De Gaulle","77100","Meaux","France","fr","open",48.960741,2.87849143644068,3526,8634,12160,3669,6924,10593,3685,8599,12284,3252,8143,11395,7990,2832,10822,5028,4518,9546
"636","3813001","0474202488","www.musee-hector-berlioz.fr","AUVERGNE-RHÔNE-ALPES","ISERE",615739719,"Musée Hector Berlioz","69","Rue de la République","38260","La Côte-Saint-André","France","fr","open",45.3933564,5.2612214,0,15158,15158,0,14174,14174,0,12694,12694,0,14827,14827,0,15020,15020,0,13099,13099
"637","8902401","0386729640","Site des musées de Bourgogne","BOURGOGNE-FRANCHE-COMTE","YONNE",62627118,"Muséum - Maison de l'Eau",NA,"Rue Jeanne d'Arc","89000","Auxerre","France","fr","open",47.7970869,3.56181506240425,0,17994,17994,0,15324,15324,0,14605,14605,0,13787,13787,0,16659,16659,0,17259,17259
"638","7154301","0385512350","Site des musées de Bourgogne","BOURGOGNE-FRANCHE-COMTE","SAONE ET LOIRE",7419064527,"Hôtel Dieu - Musée Greuze",NA,"Rue de l'Hôpital","71700","Tournus","France","fr","open",46.5619544,4.9109248,4848,2119,6967,7004,1941,8945,7019,1735,8754,7331,2549,9880,8384,1639,10023,8534,2036,10570
"639","5602301","0297576600","www.ecomusee-st-degan.fr","BRETAGNE","MORBIHAN",449218730,"Ecomusée de Saint-Dégan",NA,"Rue Park Segal","56400","Brech","France","fr","open",47.7090601,-2.9935749,8548,2740,11288,8028,2035,10063,7690,2096,9786,8339,2362,10701,7431,1962,9393,7653,2801,10454
"640","6748205","0388525000","www.musees-strasbourg.eu","GRAND EST","BAS-RHIN",222359,"Cabinet des Estampes et des Dessins",NA,"Passage Hans Haug","67065","Strasbourg","France","fr","open",48.58102195,7.75084165866106,0,164,164,0,10500,10500,0,217,217,0,345,345,0,543,543,2666,4112,6778
"641","5917801","0327713880","www.museedelachartreuse.fr","HAUTS-DE-France","NORD",83720907,"Musée de la Chartreuse",NA,"Rue des Chartreux","59500","Douai","France","fr","open",50.3746382,3.07594007234735,4195,22383,26578,4236,17885,22121,2203,30451,32654,5821,32107,37928,7169,33903,41072,15163,41768,56931
"642","1305504","0491553600","Site de la ville","PROVENCE-ALPES-CÔTE D'AZUR","BOUCHES DU RHONE",178808268,"Musée des Docks Romains",NA,"Place Vivaux","13002","Marseille","France","fr","open",43.29679,5.36804887190227,0,13870,13870,0,13771,13771,0,18413,18413,0,15571,15571,39,12217,12256,0,9420,9420
"643","2123101","0380745270","http://mba.dijon.fr ou www.ville-dijon.fr","BOURGOGNE-FRANCHE-COMTE","CÔTE D’OR",2482864557,"Musée François Rude",NA,"Rue Vaillant","21000","Dijon","France","fr","open",47.321005,5.0442148,0,88968,88968,0,85291,85291,0,82965,82965,0,64708,64708,0,60071,60071,0,53752,53752
"644","2123107","0380488090","Site des musées de Bourgogne","BOURGOGNE-FRANCHE-COMTE","CÔTE D’OR",5141876795,"Musée d'Art Sacré",NA,"Rue Sainte-Anne","21000","Dijon","France","fr","open",47.3177794,5.0379087,0,12018,12018,0,8549,8549,0,8323,8323,0,6911,6911,0,7082,7082,0,11383,11383
"645","2813401","0237501861","www.musees.regioncentre.fr - site de la région","CENTRE-VAL DE LOIRE","EURE ET LOIR",182675003,"Musée d'Art et d'Histoire de Dreux",NA,"Place du Musée","28100","Dreux","France","fr","open",48.733925,1.36804117944785,993,10467,11460,765,10520,11285,1081,8971,10052,6468,0,6468,1657,5961,7618,1537,6272,7809
"646","2619801","0475006230","http://www.chateaux-ladrome.fr/fr/chateau-des-adhemar-montelimar","AUVERGNE-RHÔNE-ALPES","DRÔME",3847795321,"Musée du Château des Adhémars",NA,"Place Saint-Martin","26200","Montélimar","France","fr","open",44.5622891,4.7528529,11491,11955,23446,11957,12613,24570,12277,8534,20811,10496,8074,18570,11445,7631,19076,17095,0,17095
"647","2A00403","0495262626","www.musee-fesch.com","CORSE","CORSE DU SUD",66274796,"Musée Palais Fesch","50-52","Rue Cardinal Fesch","20000","Ajaccio","France","fr","open",41.9218958,8.73891355528631,27554,20343,47897,21490,19797,41287,24716,18647,43363,21804,16483,38287,23667,16508,40175,23400,11984,35384
"648","0831101","0324265076","www.culture.gouv.fr/champagne-ardenne/2culture/musee_france/musee_mouzon.html","GRAND EST","ARDENNES",1879820958,"Musée du Feutre",NA,"Rue Du Colombier","08210","Mouzon","France","fr","open",49.6060032,5.0749863,2853,1156,4009,2659,1360,4019,3184,950,4134,2714,1159,3873,3614,974,4588,5196,2502,7698
"649","0230401","0323567191","http://perso.wanadoo.fr/lafere/musee.htm","HAUTS-DE-France","AISNE",4200402074,"Musée Jeanne d'Aboville",NA,"Rue du Général de Gaulle","02800","La Fère","France","fr","open",49.6618629,3.3677694,542,1067,1609,590,771,1361,342,1348,1690,361,1897,2258,322,1041,1363,218,623,841
"650","7511001",NA,"www.museedelapub.org et www.lesartsdecoratifs.fr/","ÎLE-DE-France","PARIS",56640163,"Musée de la Publicité (MAD)","6","Place Paul Painlevé","75005","Paris","France","fr","open",48.85064945,2.34356430101852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
